question_id,question_id_no0,grade,subject
13294,13294,3,language science
13295,13295,8,language science
13296,13296,11,language science
13297,13297,8,natural science
13298,13298,3,natural science
13299,13299,4,natural science
13300,13300,3,language science
13301,13301,3,natural science
13302,13302,12,language science
13303,13303,7,natural science
13304,13304,2,language science
13305,13305,7,social science
13306,13306,2,social science
13307,13307,3,natural science
13308,13308,3,language science
13309,13309,6,social science
13310,13310,6,social science
13311,13311,7,social science
13312,13312,3,language science
13313,13313,2,natural science
13314,13314,6,natural science
13315,13315,3,social science
13316,13316,5,social science
13317,13317,8,natural science
13318,13318,2,language science
13319,13319,8,natural science
13320,13320,2,language science
13321,13321,10,language science
13322,13322,4,natural science
13323,13323,8,natural science
13324,13324,3,language science
13325,13325,6,natural science
13326,13326,4,social science
13327,13327,2,natural science
13328,13328,4,natural science
13329,13329,4,natural science
13330,13330,7,language science
13331,13331,6,natural science
13332,13332,6,language science
13333,13333,4,natural science
13334,13334,11,language science
13335,13335,6,natural science
13336,13336,4,natural science
13337,13337,5,language science
13338,13338,3,language science
13339,13339,5,social science
13340,13340,7,natural science
13341,13341,7,social science
13342,13342,5,natural science
13343,13343,8,natural science
13344,13344,3,natural science
13345,13345,8,natural science
13346,13346,12,language science
13347,13347,2,language science
13348,13348,8,social science
13349,13349,7,language science
13350,13350,3,natural science
13351,13351,4,language science
13352,13352,5,language science
13353,13353,2,natural science
13354,13354,9,language science
13355,13355,6,natural science
13356,13356,7,social science
13357,13357,2,natural science
13358,13358,4,natural science
13359,13359,8,social science
13360,13360,7,natural science
13361,13361,5,natural science
13362,13362,7,natural science
13363,13363,7,natural science
13364,13364,10,language science
13365,13365,7,natural science
13366,13366,4,natural science
13367,13367,2,natural science
13368,13368,11,language science
13369,13369,3,social science
13370,13370,8,social science
13371,13371,5,natural science
13372,13372,4,language science
13373,13373,4,language science
13374,13374,3,language science
13375,13375,2,natural science
13376,13376,4,natural science
13377,13377,5,social science
13378,13378,8,natural science
13379,13379,7,natural science
13380,13380,5,natural science
13381,13381,8,natural science
13382,13382,8,natural science
13383,13383,5,social science
13384,13384,8,social science
13385,13385,2,natural science
13386,13386,3,natural science
13387,13387,6,natural science
13388,13388,12,language science
13389,13389,11,language science
13390,13390,6,natural science
13391,13391,11,language science
13392,13392,5,natural science
13393,13393,4,natural science
13394,13394,6,social science
13395,13395,8,language science
13396,13396,6,social science
13397,13397,6,natural science
13398,13398,7,natural science
13399,13399,7,language science
13400,13400,6,language science
13401,13401,3,language science
13402,13402,3,language science
13403,13403,6,natural science
13404,13404,7,social science
13405,13405,5,social science
13406,13406,2,social science
13407,13407,5,social science
13408,13408,10,language science
13409,13409,5,natural science
13410,13410,4,language science
13411,13411,7,natural science
13412,13412,8,natural science
13413,13413,2,natural science
13414,13414,4,social science
13415,13415,3,social science
13416,13416,8,natural science
13417,13417,5,natural science
13418,13418,6,natural science
13419,13419,4,social science
13420,13420,8,natural science
13421,13421,5,natural science
13422,13422,2,natural science
13423,13423,9,language science
13424,13424,3,natural science
13425,13425,7,natural science
13426,13426,2,natural science
13427,13427,3,natural science
13428,13428,2,natural science
13429,13429,7,natural science
13430,13430,10,language science
13431,13431,8,social science
13432,13432,7,natural science
13433,13433,8,language science
13434,13434,5,natural science
13435,13435,8,natural science
13436,13436,5,social science
13437,13437,9,language science
13438,13438,5,natural science
13439,13439,4,natural science
13440,13440,5,social science
13441,13441,11,language science
13442,13442,11,language science
13443,13443,5,social science
13444,13444,12,language science
13445,13445,4,social science
13446,13446,8,social science
13447,13447,3,natural science
13448,13448,3,social science
13449,13449,6,language science
13450,13450,7,natural science
13451,13451,7,natural science
13452,13452,7,natural science
13453,13453,4,natural science
13454,13454,3,social science
13455,13455,4,language science
13456,13456,3,natural science
13457,13457,8,natural science
13458,13458,8,language science
13459,13459,8,natural science
13460,13460,5,language science
13461,13461,3,social science
13462,13462,10,language science
13463,13463,5,natural science
13464,13464,5,natural science
13465,13465,8,social science
13466,13466,6,natural science
13467,13467,7,social science
13468,13468,7,social science
13469,13469,4,social science
13470,13470,6,natural science
13471,13471,4,natural science
13472,13472,7,natural science
13473,13473,10,language science
13474,13474,7,natural science
13475,13475,7,natural science
13476,13476,6,social science
13477,13477,8,natural science
13478,13478,3,natural science
13479,13479,4,natural science
13480,13480,7,natural science
13481,13481,4,language science
13482,13482,4,language science
13483,13483,5,natural science
13484,13484,3,natural science
13485,13485,3,natural science
13486,13486,3,natural science
13487,13487,3,natural science
13488,13488,6,natural science
13489,13489,4,social science
13490,13490,7,social science
13491,13491,5,natural science
13492,13492,4,natural science
13493,13493,4,natural science
13494,13494,10,language science
13495,13495,8,natural science
13496,13496,8,natural science
13497,13497,6,natural science
13498,13498,3,natural science
13499,13499,3,natural science
13500,13500,2,natural science
13501,13501,3,language science
13502,13502,10,language science
13503,13503,4,social science
13504,13504,4,natural science
13505,13505,5,natural science
13506,13506,4,natural science
13507,13507,6,social science
13508,13508,4,social science
13509,13509,7,natural science
13510,13510,3,natural science
13511,13511,3,language science
13512,13512,8,language science
13513,13513,4,language science
13514,13514,3,natural science
13515,13515,5,social science
13516,13516,2,language science
13517,13517,5,social science
13518,13518,2,natural science
13519,13519,8,natural science
13520,13520,3,natural science
13521,13521,2,social science
13522,13522,7,natural science
13523,13523,5,natural science
13524,13524,3,language science
13525,13525,2,natural science
13526,13526,6,natural science
13527,13527,6,natural science
13528,13528,10,language science
13529,13529,5,natural science
13530,13530,4,language science
13531,13531,6,natural science
13532,13532,4,natural science
13533,13533,6,natural science
13534,13534,6,natural science
13535,13535,6,natural science
13536,13536,9,language science
13537,13537,5,natural science
13538,13538,8,natural science
13539,13539,9,language science
13540,13540,11,language science
13541,13541,3,natural science
13542,13542,4,social science
13543,13543,7,natural science
13544,13544,4,natural science
13545,13545,7,natural science
13546,13546,11,language science
13547,13547,5,natural science
13548,13548,5,natural science
13549,13549,10,language science
13550,13550,8,language science
13551,13551,2,language science
13552,13552,4,natural science
13553,13553,3,social science
13554,13554,2,language science
13555,13555,7,natural science
13556,13556,4,social science
13557,13557,7,natural science
13558,13558,5,language science
13559,13559,8,natural science
13560,13560,3,natural science
13561,13561,6,natural science
13562,13562,5,natural science
13563,13563,2,social science
13564,13564,7,natural science
13565,13565,10,language science
13566,13566,8,natural science
13567,13567,8,natural science
13568,13568,4,natural science
13569,13569,7,natural science
13570,13570,5,social science
13571,13571,6,natural science
13572,13572,2,social science
13573,13573,9,language science
13574,13574,5,natural science
13575,13575,7,natural science
13576,13576,4,natural science
13577,13577,6,natural science
13578,13578,4,natural science
13579,13579,5,social science
13580,13580,6,natural science
13581,13581,10,language science
13582,13582,8,natural science
13583,13583,6,natural science
13584,13584,2,natural science
13585,13585,1,language science
13586,13586,5,natural science
13587,13587,8,natural science
13588,13588,8,natural science
13589,13589,4,social science
13590,13590,7,language science
13591,13591,2,social science
13592,13592,2,natural science
13593,13593,12,language science
13594,13594,9,language science
13595,13595,4,social science
13596,13596,8,natural science
13597,13597,10,language science
13598,13598,8,natural science
13599,13599,4,social science
13600,13600,4,natural science
13601,13601,4,natural science
13602,13602,12,language science
13603,13603,8,natural science
13604,13604,6,language science
13605,13605,8,social science
13606,13606,3,natural science
13607,13607,12,language science
13608,13608,4,social science
13609,13609,3,language science
13610,13610,6,language science
13611,13611,7,natural science
13612,13612,8,language science
13613,13613,7,social science
13614,13614,7,natural science
13615,13615,7,language science
13616,13616,8,natural science
13617,13617,6,natural science
13618,13618,5,social science
13619,13619,5,natural science
13620,13620,3,social science
13621,13621,5,language science
13622,13622,12,language science
13623,13623,3,language science
13624,13624,6,natural science
13625,13625,10,language science
13626,13626,8,language science
13627,13627,3,language science
13628,13628,10,language science
13629,13629,3,social science
13630,13630,8,natural science
13631,13631,6,language science
13632,13632,10,language science
13633,13633,2,language science
13634,13634,3,natural science
13635,13635,6,natural science
13636,13636,6,natural science
13637,13637,7,natural science
13638,13638,7,natural science
13639,13639,8,social science
13640,13640,5,natural science
13641,13641,5,social science
13642,13642,12,language science
13643,13643,3,natural science
13644,13644,7,social science
13645,13645,10,language science
13646,13646,9,language science
13647,13647,6,social science
13648,13648,3,natural science
13649,13649,4,natural science
13650,13650,4,natural science
13651,13651,8,natural science
13652,13652,5,natural science
13653,13653,4,natural science
13654,13654,12,language science
13655,13655,8,natural science
13656,13656,4,natural science
13657,13657,6,natural science
13658,13658,5,natural science
13659,13659,5,social science
13660,13660,4,natural science
13661,13661,2,natural science
13662,13662,6,natural science
13663,13663,5,social science
13664,13664,4,natural science
13665,13665,7,language science
13666,13666,11,language science
13667,13667,8,social science
13668,13668,6,natural science
13669,13669,3,natural science
13670,13670,3,social science
13671,13671,7,natural science
13672,13672,5,social science
13673,13673,6,natural science
13674,13674,11,language science
13675,13675,12,language science
13676,13676,6,social science
13677,13677,5,social science
13678,13678,11,language science
13679,13679,8,natural science
13680,13680,3,natural science
13681,13681,4,social science
13682,13682,7,natural science
13683,13683,7,natural science
13684,13684,3,natural science
13685,13685,8,natural science
13686,13686,6,natural science
13687,13687,3,social science
13688,13688,3,natural science
13689,13689,7,social science
13690,13690,3,natural science
13691,13691,5,natural science
13692,13692,4,natural science
13693,13693,4,natural science
13694,13694,7,natural science
13695,13695,7,natural science
13696,13696,2,natural science
13697,13697,6,language science
13698,13698,6,natural science
13699,13699,7,natural science
13700,13700,11,language science
13701,13701,6,social science
13702,13702,7,natural science
13703,13703,4,social science
13704,13704,6,natural science
13705,13705,2,social science
13706,13706,6,natural science
13707,13707,2,language science
13708,13708,5,natural science
13709,13709,4,language science
13710,13710,3,natural science
13711,13711,2,natural science
13712,13712,3,natural science
13713,13713,7,natural science
13714,13714,8,natural science
13715,13715,4,natural science
13716,13716,5,social science
13717,13717,7,natural science
13718,13718,3,natural science
13719,13719,4,language science
13720,13720,4,social science
13721,13721,9,language science
13722,13722,3,natural science
13723,13723,3,natural science
13724,13724,6,language science
13725,13725,4,natural science
13726,13726,4,natural science
13727,13727,3,language science
13728,13728,3,natural science
13729,13729,12,language science
13730,13730,2,social science
13731,13731,4,natural science
13732,13732,5,social science
13733,13733,4,natural science
13734,13734,5,natural science
13735,13735,8,natural science
13736,13736,6,natural science
13737,13737,5,natural science
13738,13738,8,natural science
13739,13739,8,natural science
13740,13740,5,social science
13741,13741,7,natural science
13742,13742,3,natural science
13743,13743,7,natural science
13744,13744,5,natural science
13745,13745,3,language science
13746,13746,5,social science
13747,13747,5,natural science
13748,13748,5,natural science
13749,13749,4,natural science
13750,13750,2,natural science
13751,13751,5,natural science
13752,13752,3,social science
13753,13753,4,natural science
13754,13754,6,social science
13755,13755,5,social science
13756,13756,7,natural science
13757,13757,8,natural science
13758,13758,4,language science
13759,13759,7,language science
13760,13760,9,language science
13761,13761,4,natural science
13762,13762,12,language science
13763,13763,4,language science
13764,13764,5,language science
13765,13765,9,language science
13766,13766,3,natural science
13767,13767,7,language science
13768,13768,3,natural science
13769,13769,5,natural science
13770,13770,7,natural science
13771,13771,4,natural science
13772,13772,4,language science
13773,13773,4,natural science
13774,13774,6,language science
13775,13775,4,social science
13776,13776,4,natural science
13777,13777,8,natural science
13778,13778,7,natural science
13779,13779,8,natural science
13780,13780,7,natural science
13781,13781,5,social science
13782,13782,3,social science
13783,13783,3,natural science
13784,13784,7,language science
13785,13785,4,natural science
13786,13786,4,natural science
13787,13787,8,language science
13788,13788,4,social science
13789,13789,4,language science
13790,13790,8,social science
13791,13791,7,natural science
13792,13792,12,language science
13793,13793,7,language science
13794,13794,2,natural science
13795,13795,7,language science
13796,13796,4,social science
13797,13797,5,social science
13798,13798,10,language science
13799,13799,11,language science
13800,13800,5,social science
13801,13801,8,social science
13802,13802,4,social science
13803,13803,3,social science
13804,13804,5,language science
13805,13805,4,natural science
13806,13806,11,language science
13807,13807,5,natural science
13808,13808,5,social science
13809,13809,3,language science
13810,13810,6,language science
13811,13811,6,natural science
13812,13812,6,language science
13813,13813,4,natural science
13814,13814,8,natural science
13815,13815,7,natural science
13816,13816,5,natural science
13817,13817,8,natural science
13818,13818,5,language science
13819,13819,6,language science
13820,13820,5,natural science
13821,13821,2,natural science
13822,13822,6,natural science
13823,13823,4,social science
13824,13824,8,natural science
13825,13825,4,social science
13826,13826,3,natural science
13827,13827,7,natural science
13828,13828,7,natural science
13829,13829,3,social science
13830,13830,3,natural science
13831,13831,6,language science
13832,13832,7,natural science
13833,13833,4,natural science
13834,13834,3,natural science
13835,13835,4,natural science
13836,13836,8,natural science
13837,13837,5,social science
13838,13838,7,language science
13839,13839,4,natural science
13840,13840,5,natural science
13841,13841,3,social science
13842,13842,3,natural science
13843,13843,11,language science
13844,13844,4,natural science
13845,13845,8,natural science
13846,13846,8,social science
13847,13847,2,natural science
13848,13848,8,natural science
13849,13849,4,natural science
13850,13850,5,natural science
13851,13851,6,natural science
13852,13852,2,natural science
13853,13853,2,natural science
13854,13854,3,language science
13855,13855,7,natural science
13856,13856,4,natural science
13857,13857,3,natural science
13858,13858,5,natural science
13859,13859,6,natural science
13860,13860,5,natural science
13861,13861,6,language science
13862,13862,3,social science
13863,13863,8,natural science
13864,13864,3,natural science
13865,13865,12,language science
13866,13866,7,natural science
13867,13867,6,natural science
13868,13868,3,social science
13869,13869,8,social science
13870,13870,8,natural science
13871,13871,3,social science
13872,13872,3,natural science
13873,13873,9,language science
13874,13874,8,social science
13875,13875,7,natural science
13876,13876,3,social science
13877,13877,7,social science
13878,13878,4,natural science
13879,13879,3,language science
13880,13880,2,language science
13881,13881,8,natural science
13882,13882,3,natural science
13883,13883,5,natural science
13884,13884,8,language science
13885,13885,4,natural science
13886,13886,12,language science
13887,13887,3,language science
13888,13888,4,language science
13889,13889,7,natural science
13890,13890,8,social science
13891,13891,3,language science
13892,13892,9,language science
13893,13893,4,natural science
13894,13894,12,language science
13895,13895,7,natural science
13896,13896,7,natural science
13897,13897,5,social science
13898,13898,4,natural science
13899,13899,3,social science
13900,13900,5,language science
13901,13901,3,social science
13902,13902,5,natural science
13903,13903,6,social science
13904,13904,2,natural science
13905,13905,4,social science
13906,13906,7,natural science
13907,13907,5,natural science
13908,13908,9,language science
13909,13909,5,natural science
13910,13910,3,natural science
13911,13911,3,language science
13912,13912,9,language science
13913,13913,5,social science
13914,13914,4,natural science
13915,13915,5,natural science
13916,13916,10,language science
13917,13917,7,social science
13918,13918,6,natural science
13919,13919,8,social science
13920,13920,8,natural science
13921,13921,6,natural science
13922,13922,4,social science
13923,13923,7,language science
13924,13924,6,social science
13925,13925,12,language science
13926,13926,3,language science
13927,13927,5,language science
13928,13928,2,natural science
13929,13929,7,social science
13930,13930,5,social science
13931,13931,5,natural science
13932,13932,3,natural science
13933,13933,2,natural science
13934,13934,12,language science
13935,13935,2,natural science
13936,13936,8,natural science
13937,13937,7,natural science
13938,13938,4,natural science
13939,13939,8,natural science
13940,13940,6,natural science
13941,13941,4,natural science
13942,13942,3,natural science
13943,13943,4,language science
13944,13944,2,natural science
13945,13945,7,natural science
13946,13946,2,natural science
13947,13947,3,social science
13948,13948,5,social science
13949,13949,8,natural science
13950,13950,4,natural science
13951,13951,5,social science
13952,13952,7,natural science
13953,13953,8,natural science
13954,13954,7,natural science
13955,13955,3,social science
13956,13956,4,natural science
13957,13957,10,language science
13958,13958,11,language science
13959,13959,4,social science
13960,13960,3,natural science
13961,13961,3,language science
13962,13962,7,natural science
13963,13963,5,natural science
13964,13964,6,language science
13965,13965,2,language science
13966,13966,5,natural science
13967,13967,3,language science
13968,13968,3,language science
13969,13969,4,natural science
13970,13970,3,social science
13971,13971,10,language science
13972,13972,5,language science
13973,13973,7,natural science
13974,13974,4,natural science
13975,13975,3,language science
13976,13976,5,language science
13977,13977,5,social science
13978,13978,8,natural science
13979,13979,2,natural science
13980,13980,7,natural science
13981,13981,6,natural science
13982,13982,3,natural science
13983,13983,5,natural science
13984,13984,2,language science
13985,13985,3,natural science
13986,13986,6,natural science
13987,13987,5,natural science
13988,13988,3,language science
13989,13989,2,natural science
13990,13990,4,language science
13991,13991,6,natural science
13992,13992,4,social science
13993,13993,4,social science
13994,13994,5,natural science
13995,13995,3,natural science
13996,13996,6,language science
13997,13997,4,natural science
13998,13998,7,language science
13999,13999,4,language science
14000,14000,11,language science
14001,14001,3,natural science
14002,14002,6,natural science
14003,14003,7,natural science
14004,14004,8,social science
14005,14005,12,language science
14006,14006,8,natural science
14007,14007,7,natural science
14008,14008,4,natural science
14009,14009,6,social science
14010,14010,8,social science
14011,14011,4,natural science
14012,14012,3,natural science
14013,14013,3,natural science
14014,14014,4,social science
14015,14015,4,natural science
14016,14016,5,natural science
14017,14017,1,language science
14018,14018,4,social science
14019,14019,3,natural science
14020,14020,10,language science
14021,14021,11,language science
14022,14022,5,natural science
14023,14023,3,natural science
14024,14024,8,natural science
14025,14025,12,language science
14026,14026,3,language science
14027,14027,5,natural science
14028,14028,6,natural science
14029,14029,4,social science
14030,14030,7,language science
14031,14031,4,natural science
14032,14032,5,social science
14033,14033,8,natural science
14034,14034,5,natural science
14035,14035,7,natural science
14036,14036,6,natural science
14037,14037,11,language science
14038,14038,6,natural science
14039,14039,11,language science
14040,14040,4,natural science
14041,14041,6,language science
14042,14042,2,natural science
14043,14043,4,social science
14044,14044,2,natural science
14045,14045,3,natural science
14046,14046,2,natural science
14047,14047,2,natural science
14048,14048,6,natural science
14049,14049,4,social science
14050,14050,7,language science
14051,14051,5,social science
14052,14052,8,natural science
14053,14053,4,natural science
14054,14054,10,language science
14055,14055,7,language science
14056,14056,7,social science
14057,14057,12,language science
14058,14058,8,natural science
14059,14059,12,language science
14060,14060,4,natural science
14061,14061,2,natural science
14062,14062,5,natural science
14063,14063,3,social science
14064,14064,5,social science
14065,14065,3,natural science
14066,14066,3,natural science
14067,14067,7,language science
14068,14068,2,natural science
14069,14069,5,natural science
14070,14070,4,natural science
14071,14071,2,natural science
14072,14072,7,natural science
14073,14073,5,natural science
14074,14074,4,language science
14075,14075,4,language science
14076,14076,5,social science
14077,14077,12,language science
14078,14078,4,natural science
14079,14079,3,natural science
14080,14080,6,natural science
14081,14081,4,social science
14082,14082,6,social science
14083,14083,6,natural science
14084,14084,3,natural science
14085,14085,3,social science
14086,14086,2,natural science
14087,14087,3,natural science
14088,14088,6,natural science
14089,14089,5,natural science
14090,14090,5,natural science
14091,14091,4,natural science
14092,14092,8,natural science
14093,14093,3,natural science
14094,14094,3,language science
14095,14095,5,social science
14096,14096,6,social science
14097,14097,2,natural science
14098,14098,5,natural science
14099,14099,4,social science
14100,14100,2,language science
14101,14101,5,natural science
14102,14102,8,language science
14103,14103,5,language science
14104,14104,8,natural science
14105,14105,5,social science
14106,14106,6,natural science
14107,14107,6,natural science
14108,14108,8,language science
14109,14109,2,natural science
14110,14110,5,social science
14111,14111,3,natural science
14112,14112,3,social science
14113,14113,5,natural science
14114,14114,10,language science
14115,14115,4,natural science
14116,14116,6,social science
14117,14117,5,social science
14118,14118,11,language science
14119,14119,5,social science
14120,14120,7,language science
14121,14121,4,social science
14122,14122,6,natural science
14123,14123,4,natural science
14124,14124,9,language science
14125,14125,4,social science
14126,14126,2,natural science
14127,14127,4,social science
14128,14128,3,natural science
14129,14129,7,natural science
14130,14130,6,natural science
14131,14131,6,natural science
14132,14132,3,natural science
14133,14133,4,natural science
14134,14134,11,language science
14135,14135,6,natural science
14136,14136,3,natural science
14137,14137,3,natural science
14138,14138,3,natural science
14139,14139,3,language science
14140,14140,7,natural science
14141,14141,5,natural science
14142,14142,6,natural science
14143,14143,7,natural science
14144,14144,4,language science
14145,14145,3,natural science
14146,14146,3,natural science
14147,14147,3,language science
14148,14148,2,language science
14149,14149,8,natural science
14150,14150,3,natural science
14151,14151,4,natural science
14152,14152,12,language science
14153,14153,7,natural science
14154,14154,6,natural science
14155,14155,3,natural science
14156,14156,7,natural science
14157,14157,7,natural science
14158,14158,9,language science
14159,14159,2,natural science
14160,14160,6,social science
14161,14161,3,natural science
14162,14162,6,natural science
14163,14163,6,natural science
14164,14164,2,natural science
14165,14165,8,natural science
14166,14166,8,natural science
14167,14167,5,natural science
14168,14168,6,social science
14169,14169,9,language science
14170,14170,4,natural science
14171,14171,12,language science
14172,14172,8,natural science
14173,14173,4,language science
14174,14174,11,language science
14175,14175,7,natural science
14176,14176,4,natural science
14177,14177,6,natural science
14178,14178,2,social science
14179,14179,8,natural science
14180,14180,5,language science
14181,14181,6,social science
14182,14182,4,social science
14183,14183,4,natural science
14184,14184,3,natural science
14185,14185,7,natural science
14186,14186,3,social science
14187,14187,5,language science
14188,14188,3,natural science
14189,14189,2,language science
14190,14190,7,natural science
14191,14191,5,social science
14192,14192,8,social science
14193,14193,11,language science
14194,14194,10,language science
14195,14195,9,language science
14196,14196,4,language science
14197,14197,7,natural science
14198,14198,4,natural science
14199,14199,7,natural science
14200,14200,4,natural science
14201,14201,7,natural science
14202,14202,9,language science
14203,14203,6,natural science
14204,14204,2,language science
14205,14205,4,language science
14206,14206,3,social science
14207,14207,3,natural science
14208,14208,2,natural science
14209,14209,4,natural science
14210,14210,4,social science
14211,14211,6,language science
14212,14212,6,social science
14213,14213,6,social science
14214,14214,6,social science
14215,14215,4,natural science
14216,14216,5,social science
14217,14217,4,natural science
14218,14218,3,language science
14219,14219,4,social science
14220,14220,6,natural science
14221,14221,8,social science
14222,14222,6,natural science
14223,14223,2,natural science
14224,14224,6,natural science
14225,14225,5,natural science
14226,14226,6,natural science
14227,14227,3,natural science
14228,14228,3,natural science
14229,14229,7,natural science
14230,14230,4,language science
14231,14231,8,social science
14232,14232,10,language science
14233,14233,4,language science
14234,14234,6,language science
14235,14235,3,natural science
14236,14236,4,natural science
14237,14237,8,natural science
14238,14238,5,social science
14239,14239,7,natural science
14240,14240,2,natural science
14241,14241,8,natural science
14242,14242,4,natural science
14243,14243,6,natural science
14244,14244,5,natural science
14245,14245,5,natural science
14246,14246,4,language science
14247,14247,3,natural science
14248,14248,6,language science
14249,14249,7,natural science
14250,14250,5,social science
14251,14251,2,natural science
14252,14252,5,natural science
14253,14253,9,language science
14254,14254,4,natural science
14255,14255,2,social science
14256,14256,9,language science
14257,14257,5,language science
14258,14258,8,social science
14259,14259,3,social science
14260,14260,5,social science
14261,14261,5,social science
14262,14262,7,social science
14263,14263,4,natural science
14264,14264,6,natural science
14265,14265,8,natural science
14266,14266,5,natural science
14267,14267,5,language science
14268,14268,12,language science
14269,14269,3,social science
14270,14270,2,natural science
14271,14271,8,social science
14272,14272,7,social science
14273,14273,8,language science
14274,14274,5,social science
14275,14275,6,language science
14276,14276,7,natural science
14277,14277,7,natural science
14278,14278,12,language science
14279,14279,7,natural science
14280,14280,6,natural science
14281,14281,12,language science
14282,14282,8,natural science
14283,14283,6,language science
14284,14284,8,natural science
14285,14285,3,natural science
14286,14286,4,natural science
14287,14287,3,natural science
14288,14288,2,language science
14289,14289,2,natural science
14290,14290,8,natural science
14291,14291,7,language science
14292,14292,4,natural science
14293,14293,2,natural science
14294,14294,6,natural science
14295,14295,6,natural science
14296,14296,7,natural science
14297,14297,3,social science
14298,14298,5,natural science
14299,14299,4,natural science
14300,14300,8,natural science
14301,14301,5,natural science
14302,14302,5,natural science
14303,14303,6,natural science
14304,14304,4,language science
14305,14305,4,language science
14306,14306,7,language science
14307,14307,7,language science
14308,14308,2,natural science
14309,14309,6,natural science
14310,14310,5,natural science
14311,14311,3,social science
14312,14312,4,social science
14313,14313,7,natural science
14314,14314,3,natural science
14315,14315,3,natural science
14316,14316,8,natural science
14317,14317,11,language science
14318,14318,5,social science
14319,14319,9,language science
14320,14320,8,natural science
14321,14321,7,social science
14322,14322,6,natural science
14323,14323,2,language science
14324,14324,8,natural science
14325,14325,4,natural science
14326,14326,2,natural science
14327,14327,7,natural science
14328,14328,5,natural science
14329,14329,12,language science
14330,14330,8,natural science
14331,14331,7,natural science
14332,14332,3,natural science
14333,14333,6,natural science
14334,14334,12,language science
14335,14335,2,natural science
14336,14336,4,natural science
14337,14337,6,natural science
14338,14338,8,natural science
14339,14339,6,natural science
14340,14340,2,natural science
14341,14341,2,natural science
14342,14342,5,natural science
14343,14343,4,language science
14344,14344,5,language science
14345,14345,7,natural science
14346,14346,5,social science
14347,14347,5,language science
14348,14348,4,natural science
14349,14349,3,social science
14350,14350,7,natural science
14351,14351,2,natural science
14352,14352,9,language science
14353,14353,5,social science
14354,14354,6,natural science
14355,14355,5,natural science
14356,14356,6,natural science
14357,14357,6,social science
14358,14358,3,natural science
14359,14359,3,natural science
14360,14360,6,natural science
14361,14361,3,natural science
14362,14362,6,natural science
14363,14363,8,natural science
14364,14364,3,social science
14365,14365,3,natural science
14366,14366,3,natural science
14367,14367,7,social science
14368,14368,10,language science
14369,14369,2,natural science
14370,14370,2,language science
14371,14371,5,language science
14372,14372,6,language science
14373,14373,3,social science
14374,14374,8,language science
14375,14375,11,language science
14376,14376,3,natural science
14377,14377,6,natural science
14378,14378,4,natural science
14379,14379,3,natural science
14380,14380,5,social science
14381,14381,6,natural science
14382,14382,4,social science
14383,14383,4,natural science
14384,14384,2,natural science
14385,14385,8,natural science
14386,14386,5,natural science
14387,14387,3,social science
14388,14388,6,natural science
14389,14389,4,natural science
14390,14390,7,language science
14391,14391,8,natural science
14392,14392,9,language science
14393,14393,2,natural science
14394,14394,5,natural science
14395,14395,5,social science
14396,14396,6,social science
14397,14397,4,natural science
14398,14398,8,natural science
14399,14399,7,natural science
14400,14400,3,natural science
14401,14401,7,natural science
14402,14402,4,social science
14403,14403,11,language science
14404,14404,8,social science
14405,14405,8,natural science
14406,14406,3,social science
14407,14407,4,natural science
14408,14408,11,language science
14409,14409,9,language science
14410,14410,8,social science
14411,14411,6,language science
14412,14412,8,natural science
14413,14413,4,language science
14414,14414,6,natural science
14415,14415,7,social science
14416,14416,4,natural science
14417,14417,4,natural science
14418,14418,11,language science
14419,14419,3,natural science
14420,14420,2,language science
14421,14421,6,language science
14422,14422,8,natural science
14423,14423,5,natural science
14424,14424,9,language science
14425,14425,4,natural science
14426,14426,8,natural science
14427,14427,4,social science
14428,14428,3,social science
14429,14429,5,language science
14430,14430,5,natural science
14431,14431,2,natural science
14432,14432,3,language science
14433,14433,7,social science
14434,14434,7,natural science
14435,14435,3,natural science
14436,14436,2,natural science
14437,14437,3,natural science
14438,14438,3,natural science
14439,14439,3,natural science
14440,14440,3,natural science
14441,14441,4,social science
14442,14442,3,natural science
14443,14443,5,social science
14444,14444,11,language science
14445,14445,7,social science
14446,14446,3,natural science
14447,14447,7,language science
14448,14448,5,natural science
14449,14449,5,language science
14450,14450,3,language science
14451,14451,6,natural science
14452,14452,8,natural science
14453,14453,6,natural science
14454,14454,4,social science
14455,14455,3,natural science
14456,14456,5,natural science
14457,14457,6,language science
14458,14458,4,natural science
14459,14459,3,natural science
14460,14460,7,natural science
14461,14461,6,natural science
14462,14462,6,natural science
14463,14463,8,language science
14464,14464,4,natural science
14465,14465,8,natural science
14466,14466,2,language science
14467,14467,3,language science
14468,14468,6,language science
14469,14469,7,natural science
14470,14470,8,natural science
14471,14471,3,natural science
14472,14472,4,natural science
14473,14473,4,social science
14474,14474,12,language science
14475,14475,6,social science
14476,14476,3,language science
14477,14477,8,natural science
14478,14478,4,natural science
14479,14479,5,social science
14480,14480,5,natural science
14481,14481,3,natural science
14482,14482,3,natural science
14483,14483,8,language science
14484,14484,5,social science
14485,14485,3,natural science
14486,14486,3,natural science
14487,14487,2,language science
14488,14488,6,natural science
14489,14489,8,natural science
14490,14490,10,language science
14491,14491,3,social science
14492,14492,8,natural science
14493,14493,6,natural science
14494,14494,3,natural science
14495,14495,3,language science
14496,14496,7,language science
14497,14497,4,natural science
14498,14498,10,language science
14499,14499,8,natural science
14500,14500,6,natural science
14501,14501,2,natural science
14502,14502,11,language science
14503,14503,12,language science
